,DATA_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASIL,CPB_ROE,PAIS_OBRA,REGISTRO_SALA,NOME_SALA,PUBLICO,REGISTRO_GRUPO_EXIBIDOR,REGISTRO_EXIBIDOR,REGISTRO_COMPLEXO,MUNICIPIO_SALA_COMPLEXO,UF_SALA_COMPLEXO,RAZAO_SOCIAL_EXIBIDORA,CNPJ_EXIBIDORA
64942,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001957,KINOPLEX NOVA AMÉRICA SALA 01,3.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64943,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001957,KINOPLEX NOVA AMÉRICA SALA 01,33.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64944,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001961,KINOPLEX NOVA AMÉRICA SALA 05,55.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64945,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001961,KINOPLEX NOVA AMÉRICA SALA 05,56.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64946,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001961,KINOPLEX NOVA AMÉRICA SALA 05,169.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64947,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001962,KINOPLEX NOVA AMÉRICA SALA 06,61.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64948,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001962,KINOPLEX NOVA AMÉRICA SALA 06,29.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64949,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001962,KINOPLEX NOVA AMÉRICA SALA 06,84.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64950,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001963,KINOPLEX NOVA AMÉRICA SALA 07,15.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64951,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001963,KINOPLEX NOVA AMÉRICA SALA 07,58.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64952,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001963,KINOPLEX NOVA AMÉRICA SALA 07,27.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64953,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001963,KINOPLEX NOVA AMÉRICA SALA 07,93.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65020,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000066,KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 02,31.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65021,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000066,KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 02,17.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65022,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000066,KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 02,53.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65023,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000067,KINOPLEX RIO SUL - SALA PLATINUM 03,7.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65024,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000067,KINOPLEX RIO SUL - SALA PLATINUM 03,15.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65025,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000067,KINOPLEX RIO SUL - SALA PLATINUM 03,6.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65026,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000067,KINOPLEX RIO SUL - SALA PLATINUM 03,13.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65027,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000068,KINOPLEX RIO SUL - SALA PLATINUM 04,16.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65028,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000068,KINOPLEX RIO SUL - SALA PLATINUM 04,38.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65029,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000068,KINOPLEX RIO SUL - SALA PLATINUM 04,10.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65030,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005519,KINOPLEX RIO SUL - SALA PLATINUM 05,13.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65031,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005519,KINOPLEX RIO SUL - SALA PLATINUM 05,21.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65032,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002176,KINOPLEX TIJUCA SALA 01,36.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65033,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002176,KINOPLEX TIJUCA SALA 01,4.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65034,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002176,KINOPLEX TIJUCA SALA 01,27.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65035,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002176,KINOPLEX TIJUCA SALA 01,117.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65036,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002175,KINOPLEX TIJUCA SALA 02,85.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65037,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002179,KINOPLEX TIJUCA SALA 05,95.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65038,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002179,KINOPLEX TIJUCA SALA 05,40.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65039,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002179,KINOPLEX TIJUCA SALA 05,48.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65040,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002180,KINOPLEX TIJUCA SALA 06,18.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65041,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002180,KINOPLEX TIJUCA SALA 06,84.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65042,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002180,KINOPLEX TIJUCA SALA 06,37.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
65058,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002199,KINOPLEX VIA PARQUE 3,43.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65059,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002199,KINOPLEX VIA PARQUE 3,18.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65060,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002199,KINOPLEX VIA PARQUE 3,67.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65061,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005018,KINOPLEX VIA PARQUE 4- KINOEVOLUTION,9.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65062,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005018,KINOPLEX VIA PARQUE 4- KINOEVOLUTION,32.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65063,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005019,KINOPLEX VIA PARQUE 5,9.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65064,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005019,KINOPLEX VIA PARQUE 5,10.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65065,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005019,KINOPLEX VIA PARQUE 5,6.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65066,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005020,KINOPLEX VIA PARQUE 6,49.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65075,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002888,KINOPLEX WEST SHOPPING RIO 01,29.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65076,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002888,KINOPLEX WEST SHOPPING RIO 01,28.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65077,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002888,KINOPLEX WEST SHOPPING RIO 01,69.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65078,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002888,KINOPLEX WEST SHOPPING RIO 01,19.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65079,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002891,KINOPLEX WEST SHOPPING RIO 02,128.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65080,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002891,KINOPLEX WEST SHOPPING RIO 02,64.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65081,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002892,KINOPLEX WEST SHOPPING RIO 05,59.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65082,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002892,KINOPLEX WEST SHOPPING RIO 05,78.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65083,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002892,KINOPLEX WEST SHOPPING RIO 05,60.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
65629,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000766,NEW YORK CITY CENTER - SALA 02,123.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65630,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000766,NEW YORK CITY CENTER - SALA 02,26.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65631,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000766,NEW YORK CITY CENTER - SALA 02,9.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65632,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000766,NEW YORK CITY CENTER - SALA 02,40.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65633,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65634,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,12.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65635,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,52.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65636,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,13.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65637,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,9.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65638,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000769,NEW YORK CITY CENTER - SALA 05,24.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65639,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000769,NEW YORK CITY CENTER - SALA 05,58.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65640,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000769,NEW YORK CITY CENTER - SALA 05,48.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65641,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000769,NEW YORK CITY CENTER - SALA 05,21.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65642,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000772,NEW YORK CITY CENTER - SALA 08,6.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65643,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000772,NEW YORK CITY CENTER - SALA 08,16.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65644,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000772,NEW YORK CITY CENTER - SALA 08,10.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65645,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000772,NEW YORK CITY CENTER - SALA 08,11.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65646,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000775,NEW YORK CITY CENTER - SALA 11,31.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65647,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000775,NEW YORK CITY CENTER - SALA 11,13.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65648,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000775,NEW YORK CITY CENTER - SALA 11,71.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65649,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000775,NEW YORK CITY CENTER - SALA 11,8.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65650,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000777,NEW YORK CITY CENTER - SALA 13,15.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65651,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000777,NEW YORK CITY CENTER - SALA 13,49.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65652,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000777,NEW YORK CITY CENTER - SALA 13,11.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
65653,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000777,NEW YORK CITY CENTER - SALA 13,9.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
66286,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006825,SALA KINOPLEX LEBLON GLOBOPLAY 2,2.0,6000037.0,1991,51461,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
66287,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006825,SALA KINOPLEX LEBLON GLOBOPLAY 2,10.0,6000037.0,1991,51461,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
66288,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006826,SALA KINOPLEX LEBLON GLOBOPLAY 3,12.0,6000037.0,1991,51461,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
66289,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006826,SALA KINOPLEX LEBLON GLOBOPLAY 3,2.0,6000037.0,1991,51461,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
66290,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001930,SALA KINOPLEX LEBLON SALA 01,24.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
66291,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001930,SALA KINOPLEX LEBLON SALA 01,8.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
66292,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001932,SALA KINOPLEX LEBLON SALA 02,6.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
66293,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001932,SALA KINOPLEX LEBLON SALA 02,18.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
66294,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001931,SALA KINOPLEX LEBLON SALA 03,18.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
